id	MS2 name	MS2 score	level	MS1 name	MS1 ppm	rt	mz	type	X_1	X_12	X_13	X_14	X_16	X_17	X_19	X_22	X_25	X_27	X_4	X_5	X_6	X_7	X_9	X_10	X_11	X_15	X_18	X_2	X_20	X_21	X_23	X_24	X_26	X_28	X_29	X_3	X_30	X_31	X_8	QC01	QC02	QC03	QC04	QC05
5308						159.714	195.6447561	POS	0.565909988	0.705089089	0.617574443	0.454901209	0.574005654	0.329951821	0.512600346	0.410570728	0.573893505	0.530600667	0.806385305	0.750692919	0.759525068	0.437058002	0.348437029	0.473167507	0.416405722	0.368074173	0.591586991	0.521450783	0.610642189	0.582236511	0.332003713	0.29384963	0.429283227	0.362302838	0.552152426	0.546940098	0.418376416	0.527928076	0.404107557	0.510914728	0.459646758	0.412779729	0.401286653	0.487494356
9178						346.044	240.1519218	POS	0.381141095	0.376143161	0.400315267	0.418068968	0.426086868	0.407578031	0.391544933	0.361064824	0.395132101	0.360531564	0.381502471	0.393996955	0.369009266	0.368583227	0.306762691	0.151593839	0.346624066	0.368133151	0.413076677	0.344115803	0.408916554	0.388069477	0.332928141	0.295729838	0.368290802	0.357182307	0.402630415	0.34488402	0.322696781	0.317139717	0.404107919	0.369119607	0.328651732	0.392156187	0.323236553	0.39687384
24371						390.818	391.070186	NEG	0.552789599	0.249430789	0.283581382	0.288265311	0.435133947	0.745241299	0.41921423	0.779175368	0.457362775	0.33768462	0.42115869	0.410725112	0.328910814	0.379272319	0.201612487	0.722082035	0.149952028	0.405353246	0.419173201	0.199793164	0.420790034	0.272715115	0.40828029	0.136177218	0.672452052	0.288049598	0.448991665	0.383320797	0.500901528	0.360230851	0.404228742	0.447820436	0.350698501	0.313689023	0.376121889	0.323739114
4294						58.9379	414.2876292	POS	0.458181553	0.076413434	0.063409443	0.060224805	0.105906761	0.130849775	0.074681759	0.090340509	0.314896519	0.071508247	0.492863915	0.541947208	0.580838535	0.086089487	0.088857481	0.075763384	0.042459166	0.093248495	0.561542774	0.644990529	0.107372468	0.104677373	0.311257667	0.26832738	0.41750788	0.569879651	0.37320848	0.536135771	0.369903196	0.33811073	0.404437706	0.255087299	0.270006838	0.270294348	0.26327025	0.285535313
5346						164.132	190.1475272	POS	0.406370764	0.372076613	0.395559145	0.549436932	0.522244019	0.465151582	0.308441136	0.461829377	0.454589668	0.256108375	0.325468233	0.342971643	0.471504727	0.373359107	0.297578885	0.481882948	0.245665941	0.405406792	0.36001478	0.28112572	0.241991622	0.418330657	0.260780491	0.344752486	0.369969439	0.237773163	0.462985379	0.307289177	0.230366192	0.2625184	0.404663774	0.226403847	0.264589907	0.250094701	0.268115867	0.264971053
3415			D	Oligomycin B	5.847875252	47.5013	806.0579844	POS	0.55530742	0.021011969	0.010437213	0.013601552	0.015615797	0.000162961	0.033565802	0.033334786	0.541162231	0.000139147	0.791143309	0.741136056	0.416102113	0.032206491	0.030779699	0.000149982	0.038784433	0.000144438	0.559186656	0.464748997	0.000157491	0.000145896	0.428441632	0.344126182	0.637096383	0.59067789	0.4836674	0.744821407	0.626452731	0.32103841	0.404753294	0.281454541	0.211843448	0.283306336	0.266490634	0.229865433
2814						34.21525	872.8472148	POS	0.187758346	11.73698765	10.04065852	11.57785175	11.72177566	11.7390598	12.02077614	10.75818814	0.343890249	0.184092781	0.371135129	0.373685957	0.229527253	9.667597643	7.897048842	0.214300714	9.696068977	10.48770542	0.263778254	0.416633484	11.78588377	9.903388712	0.147176177	0.305014593	0.323698353	0.167283895	0.360361916	0.068845609	0.331535659	0.302311981	0.404827374	4.354696537	4.622445716	4.136108175	4.682207469	4.99630544
13516						46.0418	373.2595664	NEG	1.363676858	1.462622253	1.110704779	1.29264921	1.188355997	1.167156758	0.873595999	0.795834743	0.687360804	1.275736807	0.540435699	1.333687422	0.710561924	0.404262179	1.307331847	0.000149982	0.63761888	0.332355083	1.939589117	0.000134222	1.430852635	0.520470787	0.990257246	0.255329354	0.771505082	0.885891778	0.097724076	0.257514739	0.702816211	0.734762466	0.404974567	1.296936588	1.121970915	1.233760096	1.398351145	1.174973756
15592			D	"2,4,5-Tribromo-1-(4-chlorobenzoyl)imidazole"	-10.66697634	105.348	444.3191478	NEG	0.297500501	0.20410271	0.177252225	0.521733414	0.258449487	0.409514202	0.332787083	0.244807665	0.311371184	0.156503917	0.210274857	0.188554387	0.059109165	0.24374666	0.282296141	0.200040829	0.091226686	0.072471435	0.335821155	0.303155028	0.189949654	0.089050995	0.264026762	0.363453692	0.159242422	0.403306515	0.492028035	0.620845222	0.190557496	0.312301879	0.405315827	0.197207881	0.155152196	0.206085816	0.217352685	0.235628107
13742						23.984	578.1009849	NEG	0.489450485	0.315449615	0.061965987	0.404045582	0.132274257	0.564206458	0.216984678	0.19883814	0.309070792	0.494173961	0.302431771	0.699859723	0.044626669	0.011090535	0.014601588	0.313989953	0.16940712	0.09798116	0.482570292	0.203430897	0.215330289	0.389173571	0.026051482	0.035048813	0.147106956	0.067323003	0.036915485	0.773215864	0.061945465	0.000126273	0.405556086	0.264821824	0.228374894	0.175787661	0.160199946	0.179974458
7842			D	Dichlormid	-1.223113324	278.895	209.0920221	POS	0.248976621	0.282490125	0.251767345	0.447257104	0.249607095	0.180518235	0.237907355	0.407225345	0.459714852	0.203531978	0.341687796	0.119820763	0.52264293	0.258632488	0.13100223	0.162554034	0.354801477	0.283072502	0.50643914	0.237767855	0.204213418	0.526683303	0.211764566	0.453225786	0.309773286	0.56799226	0.221489692	0.31139343	0.325951721	0.216118068	0.4057628	0.218498237	0.211298799	0.25468301	0.279162698	0.28137635
3630			D	"N-(2R-Hydroxypentacosanoyl)-2S-amino-1,3S,4R-octadecanetriol"	-12.45060382	49.29435	699.1531842	POS	0.439313936	0.000143738	0.000151244	0.0001523	0.087270532	0.167867973	0.000146677	0.097844915	0.452715465	0.067118692	0.230442515	0.485948751	0.921397698	0.076887594	0.027243327	0.000149982	0.000140732	0.024214379	0.497555081	0.348081158	0.081205829	0.09551224	0.255883871	0.309592317	0.393847146	0.714331132	0.329541887	0.390180112	0.398105713	0.471407412	0.406610515	0.13254932	0.176671754	0.184074978	0.198559862	0.189167037
2084						28.4277	652.5490157	POS	0.39986495	0.295873945	0.289007267	0.421316764	0.18908108	0.186334547	0.77968969	0.38798443	0.402466485	0.159737869	0.192389749	0.2576631	0.212708225	0.216745672	0.101708449	0.307112307	0.098952024	0.214521364	0.315574139	0.187579276	0.544660003	0.210057982	0.089659963	0.125316867	0.127349704	0.363082863	0.201337374	0.398060339	0.291834109	0.166740682	0.407093892	0.157533491	0.160952861	0.165432694	0.121107508	0.106451845
10613						394.8415	90.44481087	POS	0.414898435	0.396584299	0.390850445	0.380720656	0.374967151	0.428229478	0.431763301	0.460611622	0.457715733	0.397029617	0.434824231	0.447418543	0.396892895	0.398237777	0.361007412	0.361083167	0.264417934	0.395134162	0.421612293	0.345198776	0.484952756	0.358843454	0.352135125	0.293613038	0.367235345	0.409726412	0.399418716	0.402864267	0.411496221	0.353761353	0.407269941	0.338050214	0.351445642	0.351240678	0.330899941	0.31290626
8292						306.403	202.1186391	POS	0.307163875	0.474118229	0.36524443	0.569214023	0.420885605	0.526100851	0.721095323	0.916055991	0.73281727	0.392363364	0.566961017	0.40088301	0.654174327	0.402190091	0.389767301	0.365154359	0.453643526	0.380952615	1.059158067	0.610639836	0.58791521	0.473070343	0.486235118	0.4848132	0.545030988	1.86542659	0.670646072	0.604020225	0.247679112	0.211252997	0.40739347	0.506032395	0.564510792	0.499054844	0.512427985	0.509891707
3528						48.5708	879.6175045	POS	0.430990072	0.231296053	0.200199745	0.452390887	0.333773971	0.392075339	0.279890975	0.27752091	0.340467533	0.033013717	0.39604301	0.521513875	0.402234419	0.250231748	0.213365702	0.000149982	0.2798284	0.353091023	0.229356503	0.338808495	0.408367117	0.358365886	0.215776812	0.206014175	0.356121244	0.467901001	0.325573778	0.507142684	0.342969431	0.374914004	0.407750369	0.197384132	0.234953402	0.192425421	0.198030151	0.221840234
3507						48.29225	893.6313081	POS	0.436977083	1.140357069	1.070592848	1.517020768	1.196986985	1.341678616	1.233113333	0.823949058	0.462601444	0.014603535	0.325529803	0.695617926	0.387739448	0.919759571	0.69744677	0.000149982	1.166291183	1.460158711	0.565846702	0.3775343	1.547735656	1.060984493	0.313036292	0.256261502	0.463563197	0.622841189	0.452630437	0.62959534	0.622044876	0.509531026	0.407983694	0.367462989	0.379371146	0.378865764	0.347818438	0.490758058
15744						139.375	981.6137522	NEG	0.921478342	0.45213826	1.029738854	0.746335605	0.985483855	1.54565763	0.861157238	1.62002785	0.595997375	0.909819835	1.026642443	0.49370572	0.665985496	1.153347006	0.729488823	0.481306022	1.171988274	1.192618731	0.976328908	1.081973207	1.13819099	0.448659929	0.624106371	0.907069798	0.652311177	1.475688799	1.13437156	1.343728227	0.735600547	0.37096504	0.408275509	0.960852598	0.84662298	0.924979993	0.968843149	0.870701963
6961			D	Trifluoromethyl-bismethyl ketone	18.11685444	240.939	141.1135148	POS	1.26904109	0.447026912	0.854443888	0.340112116	0.578466879	0.468557005	0.412708066	0.454880968	0.530536928	0.448956093	0.399311991	0.526441735	0.476604567	0.476873043	0.418685125	0.315241012	0.406280948	0.668400689	0.393413984	0.307876292	0.718134482	0.740249307	0.334355486	0.253595661	0.374651972	0.455980674	0.250191713	0.464681073	0.453102357	0.326491558	0.408495889	0.496904064	0.542644284	0.415914204	0.394385331	0.391639457
5347						164.141	189.894906	POS	0.370799113	0.291221151	0.465254505	0.204223261	0.318117183	0.35138857	0.373030396	0.356503383	0.318387268	0.2408681	0.338976578	0.297828914	0.247931049	0.183026442	0.312866106	0.099917484	0.32277741	0.285050696	0.478016756	0.303633161	0.342706661	0.344711085	0.27849257	0.316125056	0.379601683	0.361093401	0.401157338	0.217941316	0.256525013	0.276656418	0.408786653	0.218167187	0.212756185	0.16596401	0.109416806	0.183963752
3822						51.8012	694.8130649	POS	0.507985227	0.000143738	0.000151244	0.0001523	0.127828352	0.143720022	0.000146677	0.149255301	0.377767505	0.074695013	0.609093009	0.85038502	0.464876635	0.09479938	0.106189881	0.000149982	0.00351551	0.032960864	0.350665722	1.069365013	0.119956119	0.101223312	0.258107921	0.458818506	0.481113751	0.672352861	0.424443422	0.54682901	0.430471426	0.345398186	0.409031999	0.336672024	0.374334859	0.299112538	0.371747374	0.41826177
13687						22.419	440.0744681	NEG	0.366781894	0.416962713	0.228723462	0.595570383	0.087149671	0.505017893	0.44799979	0.045446753	0.127629263	0.616679098	0.836073954	0.782271985	0.178173035	0.024235438	0.112451974	0.547895506	0.538922662	0.077713395	0.503582171	0.243478078	0.290447027	1.236601088	0.185534073	0.830530132	0.346552871	0.370862593	0.144346247	1.072321237	0.031032676	0.201859447	0.409036004	0.351297546	0.380841876	0.384391553	0.406422331	0.398721516
13867						28.2886	192.9810515	NEG	1.113471386	4.278376902	2.824946231	1.781428341	0.532242615	0.233611355	0.418009587	0.256468392	0.322876432	1.147159335	4.74131681	0.115638227	0.119024099	0.110927393	0.517738656	0.070702694	5.017084321	0.510283488	3.812174227	1.460364102	0.33402545	4.309920366	0.088935068	0.526566688	30.85440225	2.804187536	0.583100568	2.736502762	1.66008786	0.096729473	0.409086356	1.938963843	1.988760737	1.955682185	1.884692394	2.066769877
4739						82.0488	554.3730836	POS	0.517149231	0.004819731	0.000151244	0.0001523	0.046357859	0.049998037	0.000146677	0.05542091	0.502285303	0.000139147	1.074383812	1.127275724	1.109060624	0.14229047	0.049499887	0.000149982	0.005999635	0.007990395	0.85327541	1.141470953	0.053154468	0.077780923	0.596012525	0.271548258	0.738044224	1.095339147	0.271651128	0.957174362	0.673276805	0.654261803	0.40909302	0.25712328	0.350880919	0.420709014	0.442315769	0.471790993
2569						32.9567	221.1743699	POS	0.269306822	0.250030711	0.188964353	0.251140066	0.160553264	0.220416146	0.269440407	0.389240303	0.369723016	0.409594502	0.509329549	0.371534822	0.390091434	0.279738678	0.158809142	0.628627551	0.147499599	0.235892306	0.227079763	0.285171676	0.184370651	0.235463295	0.215870461	0.541856417	0.278341361	0.312579429	0.413742662	0.390583822	0.596501667	0.343215762	0.409187051	0.104787588	0.112321687	0.133035592	0.12345074	0.106260747
6013						199.829	716.5798069	POS	0.515802903	0.458288507	0.812206916	0.79439808	0.581721661	0.368280111	0.476583064	0.247553976	0.517151883	0.406525949	0.481152657	0.634757772	0.693552313	0.304691211	0.499954142	0.426187249	0.678041503	0.399907733	1.017879323	0.185337003	0.785419721	0.706863774	0.483966243	0.192747767	0.504697378	0.362817296	0.768612899	0.112755493	0.323956122	0.76870319	0.409233749	0.267802002	0.267342214	0.233909983	0.282400694	0.22603654
24039						656.1615	105.045848	NEG	0.161348142	0.161558406	0.119388452	0.445732585	0.214618839	0.291010723	0.283063569	0.488009188	0.255380542	0.338312536	0.170185587	0.517893369	0.137312068	0.112568338	0.145736976	0.244071324	0.292276244	0.18065071	0.207335211	0.488907062	0.217878989	0.036391777	0.147025692	0.102399697	0.225174086	0.252946482	0.321184238	0.487320513	0.137525155	0.217795959	0.409238136	0.116232352	0.207646205	0.123403424	0.152344712	0.198541456
15218			D	3-Hydroxy-L-tyrosyl-AMP	16.83348534	92.06615	527.4100376	NEG	0.412496114	0.524436641	0.315930086	0.304410285	0.265891103	0.439782588	0.69176829	0.318268739	0.347264451	0.203423505	0.608710428	0.139192021	0.180230146	0.783720961	0.376897257	0.130920732	0.229868282	0.135907478	0.395569478	0.353018691	1.250819103	0.235992532	0.231367396	0.3013406	0.198935691	0.386838608	0.792835232	0.309625397	0.283445825	0.531668673	0.409531106	0.390587249	0.275135459	0.512593298	0.360634031	0.349411779
2700						34.0894	721.5379536	POS	0.680571947	5.381366907	5.207305053	6.102339645	6.853213923	6.484264699	6.742540055	4.840588988	0.417439226	0.178306907	0.349345138	0.627101197	0.32686671	4.928407224	4.070205577	0.000149982	5.307874876	6.899874543	0.27112038	0.396562426	7.410122207	5.91071312	0.173797884	0.159997892	0.201529436	0.366576613	0.234760675	0.578694484	0.259088216	0.230532929	0.409555413	2.425171051	2.361561361	2.111144653	2.341547147	2.585179961
3861			D	"TG(20:4(5Z,8Z,11Z,14Z)/24:1(15Z)/o-18:0)"	19.33104938	52.32065	980.6802143	POS	0.00014565	3.381663781	3.361935407	5.226025918	3.714628967	3.964633568	3.995831334	2.310876009	0.081500691	0.000139147	0.044362884	0.035977273	0.471207438	3.028291459	2.402322522	0.000149982	3.888503512	4.247536342	0.047540655	0.10317635	4.865321808	3.165989489	0.15709862	0.060092319	0.076206536	0.549696891	0.10970342	0.039666152	0.098323137	0.489293706	0.409780496	0.889527612	1.010431789	1.189629174	1.127256619	1.138170561
433	Hydrocortisone	0.651763	B(i)			42.2668	421.2229597	NEG	0.179652903	1.313942129	0.519608575	0.509876338	0.420101666	0.175814225	0.105123738	0.239088406	0.202745208	0.401283983	0.584033111	0.52229525	0.239125131	0.685188067	0.210012937	0.290049966	0.470216551	0.380887139	1.128803299	0.587167159	0.549169822	0.356802828	0.330919039	0.616397088	0.830312311	0.766974831	0.508085039	0.525604224	0.181879509	0.799348724	0.409990176	0.362381922	0.366206586	0.364844171	0.415255136	0.444512512
13403						219.811	540.3659369	NEG	0.461976254	0.135479041	0.460805517	0.370488016	0.315847986	0.159047861	0.26420433	0.229723207	0.151136658	0.36705021	0.400728213	0.574666725	0.413268514	0.527491182	0.189519899	0.260079251	0.349382429	0.381587353	0.524637597	0.405612453	0.085329923	0.287659585	0.16074517	0.264474268	0.43172787	0.326592339	0.173745114	0.208628539	0.051347766	0.290250354	0.410138468	0.281815367	0.285128393	0.307101848	0.322625478	0.300059393
8310						307.584	276.1009601	POS	0.211930273	0.098310752	0.159642994	0.139368615	0.54439133	0.082384697	0.160871796	0.039815493	0.061949205	0.13717408	0.090272213	0.231502908	0.137754229	0.04133361	0.044315139	0.008120844	0.378229543	0.19960596	0.020334647	0.119703866	0.571797125	0.250774662	0.341372809	0.313630533	0.16842673	0.150715913	0.084992391	0.09576681	0.173755475	0.460266047	0.410212438	0.10931825	0.130345677	0.155207114	0.164181667	0.173911691
17295						194.715	365.2697549	NEG	0.559558205	0.400781312	0.85261988	1.059962849	0.773585042	0.977444465	0.710929375	0.423343807	0.644707247	0.512432583	0.679885409	0.762663475	0.540339025	0.972960329	0.486663711	0.381054631	0.476980578	0.27678745	0.708129714	0.482350515	1.048795671	0.340520569	0.533343393	1.04418905	0.471443024	0.919644243	0.876548413	0.275131123	0.491602201	0.721450094	0.410536831	0.520864083	0.554618619	0.540756807	0.555964853	0.579267349
13513						200.426	301.1591441	NEG	0.42076886	0.225691772	0.624550085	0.26783531	0.406934306	0.336280027	0.171089263	0.112921884	0.468759387	0.387752523	0.470457467	0.268139239	0.35961529	0.650753024	0.577598834	0.798082125	0.572206601	0.312968478	0.427011026	0.48626387	0.390749954	0.423610133	0.294941686	0.292239098	0.489142132	0.243726456	0.37523869	0.454895447	0.289861685	0.500311431	0.411371986	0.382498787	0.467128989	0.469662559	0.557018515	0.528973831
3615			D	Leukotriene C4	-9.629577173	49.2373	626.7751507	POS	0.488460625	0.000143738	0.000151244	0.0001523	0.089445393	0.097848801	0.000146677	0.114310299	0.454693658	0.078557656	0.771267921	0.589552394	0.533272194	0.075957795	0.058444124	0.000149982	0.000140732	0.022248876	0.530841387	0.469912321	0.084867477	0.089878692	0.342746407	0.328406644	0.372503391	0.815645133	0.548690643	0.584960068	0.529250215	0.285228769	0.411397348	0.201327533	0.292658337	0.245779191	0.226145086	0.228809865
12739						596.8725	235.1231324	POS	0.456929891	0.396337376	0.405602622	0.439135318	0.441253382	0.478823093	0.391713929	0.541360081	0.456501135	0.398468773	0.417841629	0.472855091	0.456034966	0.403963606	0.447782342	0.289889394	0.417040733	0.415038371	0.563078005	0.372404432	0.453536415	0.471282652	0.347275501	0.408500623	0.235898965	0.450316735	0.429083679	0.551170603	0.403666725	0.37276322	0.411479765	0.348960067	0.396340437	0.37076247	0.380957597	0.410574671
42	5'-Methylthioadenosine	0.992524692	B(ii)			86.9431	298.0968646	POS	0.316810232	0.389962415	0.650493704	0.379073031	0.306338346	0.423516032	0.318415087	0.726199638	0.753927063	0.302879055	0.444604062	0.227070414	0.564368717	0.596832522	0.364071975	0.318630926	0.460336333	0.440538285	0.817235896	0.359930036	0.286866492	0.52809334	0.310586436	0.393742619	0.388937695	1.036553915	0.415135397	1.045200349	0.387391664	0.520196069	0.411482682	0.468319035	0.587000102	0.543614	0.664705293	0.538708955
14586						44.2278	270.2514726	NEG	0.928053746	0.15763804	0.308290301	1.881899809	0.336311199	0.214197366	0.098808729	0.149442942	0.387634644	0.472278828	0.347994449	0.759830826	1.021134038	0.148984954	0.689309818	0.698541884	0.205364541	0.359393694	0.70532471	0.144430747	0.396095976	0.493902795	0.393363741	0.348665063	0.165740589	0.481391037	0.361250975	0.208566384	0.495879035	0.20461314	0.411850174	0.29625025	0.360320674	0.180870332	0.252843345	0.229909813
22625						400.009	1037.992316	NEG	0.366900156	0.368598757	0.101169015	0.409277064	0.293705111	0.364305928	0.232637329	0.270555196	0.459444929	0.294690533	0.279847937	0.232749363	0.35983494	0.358874723	0.31493895	0.250307766	0.291042536	0.428699734	0.486920561	0.058727077	0.112586162	0.324983523	0.195829829	0.214052516	0.132241256	0.392490018	0.378230511	0.299708197	0.36851607	0.292445103	0.412007878	0.254850652	0.298810123	0.269768083	0.403436766	0.257060459
5426						170.49	519.4034035	POS	0.33543416	0.185076716	0.256550013	0.496721691	0.177407173	0.171850642	0.291725124	0.126924623	0.223867213	0.194736164	0.330237041	0.263677638	0.159888039	0.569714542	0.146825243	0.220563202	0.250699863	0.151263254	0.231416694	0.379823713	0.460019048	0.257819846	0.170134505	0.3544382	0.252654238	0.247896731	0.380852639	0.239306553	0.49795696	0.252411785	0.412511457	0.294920058	0.304444966	0.276805187	0.290195915	0.334662102
10760						402.307	715.9562552	POS	0.114595602	0.536010146	0.328299316	0.477189898	0.345053414	0.357029254	0.309732561	0.553211168	0.537149345	0.243079179	0.395891856	0.360846269	0.489938465	0.408015228	0.371353635	0.243649077	0.345795519	0.392024399	0.475942489	0.344704095	0.396878396	0.425663324	0.31698503	0.375287036	0.191992574	0.18259577	0.339871655	0.418812093	0.408534961	0.29310924	0.412619448	0.328753983	0.277679841	0.372676559	0.203462861	0.469292091
