id	MS2 name	MS2 score	level	MS1 name	MS1 ppm	rt	mz	type	X_1	X_12	X_13	X_14	X_16	X_17	X_19	X_22	X_25	X_27	X_4	X_5	X_6	X_7	X_9	X_10	X_11	X_15	X_18	X_2	X_20	X_21	X_23	X_24	X_26	X_28	X_29	X_3	X_30	X_31	X_8	QC01	QC02	QC03	QC04	QC05
4649			D	Epoxymurin-A	-18.70103515	71.8093	531.8623489	POS	0.923026936	0.000143738	0.000151244	0.00712602	0.203007358	0.270723905	0.010727678	0.151003973	0.654441684	0.052231946	0.924485803	1.032808358	1.038389129	0.14960371	0.145646525	0.000149982	0.019260713	0.050258722	0.958629353	1.260597365	0.186584893	0.180407899	0.540985924	0.499758134	0.828333314	1.065978524	0.722409146	1.10484145	0.784521817	0.668378959	0.779491605	0.393251009	0.41820302	0.452116623	0.492202066	0.460700537
13832						26.5589	241.9762379	NEG	0.699501654	1.196961765	1.124759456	0.656444537	0.5716769	0.800986573	0.673135124	2.77823257	0.491287414	1.368888464	0.871404466	0.840504777	1.133991033	0.820002499	0.723008828	0.66897687	1.023797328	0.583285751	1.533821316	0.460913033	0.835372052	0.403397871	0.475215876	0.702910263	0.442712541	1.966869439	0.56810571	0.949164665	0.142019769	0.702526267	0.779601712	0.581569285	0.314699604	0.298994806	0.396643613	0.473640981
2472						32.67835	686.5057072	POS	0.941830281	1.324157277	1.192098456	1.568089355	1.802127569	1.821917979	0.702867136	1.23087206	0.831599285	0.007466215	1.005191199	1.360977618	1.067726602	1.208476194	0.507356684	0.000149982	1.407588234	1.929131329	0.903786791	1.04577797	1.440275502	1.549787402	0.782667305	0.579147961	1.018401518	1.288561821	0.802138985	1.13435591	0.82738828	0.843914394	0.779662074	0.49799483	0.606251549	0.762214221	0.622238807	1.0229788
6340			D	Pyridoxal phosphate	-6.311869189	216.8455	248.1476167	POS	0.380826771	1.369315074	0.018420204	0.234733458	0.078339131	0.405690964	0.31458565	0.76644717	0.060685425	2.449406217	1.14151708	3.161506685	0.088792332	0.43788646	0.975420672	0.039542556	0.412586215	0.557248538	0.035081323	0.610786098	0.693477351	0.850592202	0.098279752	0.812347063	1.627093382	0.999357045	1.556627403	1.629272405	0.388533632	0.118850779	0.779906485	0.636050971	0.711691784	0.66610347	0.673546086	0.609264833
16148			D	N-Adenylyl-L-phenylalanine	8.187464702	164.1585	495.4064244	NEG	1.137132761	0.396874628	0.639019787	1.008041202	0.72345957	0.521733373	0.424074018	0.784892462	0.564098	0.847521935	0.822795667	0.685675002	0.422678624	3.555319898	0.621042654	0.107512355	0.433730023	0.17833497	0.518085635	0.694031728	0.777359772	0.418661787	0.745437572	1.240499908	1.128990276	0.711710653	0.752584055	0.8670186	0.680280299	0.564131416	0.780282561	0.780120835	0.726519646	0.681774772	0.747974447	0.823201786
444	(+/-)-1-Acetoxy-1-ethoxyethane	0.642184	B(iii)			541.784	133.0858581	POS	0.321838126	0.316779003	0.318214056	0.596767025	0.364536324	0.395258747	0.321342983	0.358366911	1.022799302	0.285843402	0.215131809	0.35901259	1.04558648	0.327813963	0.375655494	0.59126122	0.317987398	0.322286005	0.550435363	0.319307296	0.269113373	0.703937212	0.2239828	0.327411735	0.263475801	0.339783259	0.233374902	0.337498249	0.974195633	0.350720304	0.780536976	0.254463847	0.298346784	0.30173793	0.284295819	0.295934088
23798						580.9745	208.9344402	NEG	1.084905255	0.988063974	0.945129165	0.911232133	1.026791234	1.284923454	0.82879276	0.93456266	1.135362095	0.44941893	0.821010669	1.259847889	0.812594565	1.092889672	0.705845523	1.295977567	0.58922584	0.832809696	1.050191544	0.874127686	1.185546608	0.812217921	0.900134879	0.64085932	0.996025613	0.93717363	0.983908426	0.761047691	0.975043518	0.760779443	0.781246623	1.085548107	0.934304539	0.573849448	0.756058228	0.749665577
4489			D	Cholesteryl oleate	11.34426501	62.61925	652.1142628	POS	1.185090265	0.000143738	0.000151244	0.0001523	0.225290121	0.101243511	0.003364297	0.24038997	0.846528441	0.026747105	1.040144022	1.369614805	0.273561206	0.047115786	0.15298988	0.000149982	0.000140732	0.049591471	1.214679572	0.922526588	0.238092816	0.168715525	0.77359186	0.728159744	0.933105597	0.945782745	1.865594166	1.215175513	0.914987683	0.818890049	0.781266084	0.479203675	0.339363128	0.470103349	0.451840917	0.419149303
17722						200.9125	84.73264907	NEG	0.163541274	0.318547656	0.52651511	0.566731989	0.403338627	0.305373879	0.439479889	0.223251387	0.245661733	0.429718919	0.531420135	0.616203039	0.621380007	0.247992737	0.532524771	0.318995519	0.418068103	0.399686006	0.61085728	0.543190927	0.32710356	0.615103453	0.343624002	0.290094113	0.429276025	0.477344939	0.532827399	0.24151173	0.345389236	0.569308799	0.78163163	0.271323009	0.281739264	0.312990564	0.381256392	0.42845951
10543			D	Heparan sulfate	-24.34300054	394.825	638.5137574	POS	0.920540744	0.684590608	0.592618916	0.726707722	0.795671669	1.003507094	0.618843048	0.913491724	1.084708453	0.844068236	0.471529844	1.127079041	0.721086761	0.919438795	0.337435778	0.638663079	0.41002089	0.862304803	1.050924847	0.733451818	0.926902764	0.433588729	0.580258441	0.693768922	0.594578842	0.776852227	0.683133274	1.02889765	0.834239244	0.554531985	0.78168731	0.668532112	0.518780179	0.629567416	0.552075301	0.605443898
795	10Z-Nonadecenoic acid	0.330285	B(iii)			187.461	277.1556096	NEG	0.352475011	1.460554326	0.565652711	0.78695778	0.842538644	1.229161077	1.028234741	0.425871014	0.933482649	1.26814169	0.867562102	1.457236644	1.018148523	1.087474929	0.70709945	0.015795074	0.381314618	1.313599586	0.373544911	1.297088607	1.307405576	0.732009281	0.379282286	0.212645332	0.261773204	0.276638587	0.562268618	1.06794996	0.55733924	0.405423959	0.781733129	0.654213787	0.676476028	0.659588449	0.698965871	0.690169217
10783						403.253	551.4500672	POS	0.66765654	0.771280364	0.79942728	0.803433904	0.768111042	0.786981237	0.852525625	0.888089382	0.728410377	0.73662501	0.707694049	0.823461427	0.787961728	0.796056835	0.658990169	0.567753631	0.661704717	0.796964135	0.919465592	0.753708235	0.952853767	0.721622917	0.73907792	0.673710851	0.842143583	0.875627549	0.809721891	0.804946314	0.824781265	0.584350681	0.783424931	0.568020751	0.624759864	0.639327831	0.719235734	0.693984296
19990						290.34	151.0071073	NEG	0.076804144	0.316042326	0.358868341	0.256498016	0.307593962	0.3313189	0.431920562	0.752643786	0.355319136	0.554630716	0.120348327	0.088733772	0.815948459	0.259816721	0.656331803	0.088168761	0.658045082	0.052705224	2.405481248	0.31366172	0.1542876	0.174738363	0.123559015	0.116158731	1.131652278	1.023085837	0.395982562	0.261429665	0.52165881	0.224616039	0.783468948	0.20054369	0.362351665	0.379617926	0.417783375	0.517738005
5388						167.82	765.5245213	POS	0.151211722	1.455024788	0.46311689	1.017931724	0.217881073	0.409687564	0.666356701	1.396644251	0.780961531	0.273554744	0.475186622	0.573916866	0.848690879	0.71884046	0.092716458	0.402685185	0.099660235	0.197850313	0.469586697	0.299713924	0.191943481	0.183826277	0.763706084	0.388988111	0.356391042	0.666634421	3.022884928	1.594858887	1.617963056	0.833770712	0.783779951	0.400097905	0.50940102	0.633429523	0.742778529	0.426175745
2529			D	"3,4,5-trihydroxy-6-[2,3,4-trihydroxy-5-(3,5,7-trihydroxy-4-oxo-3,4-dihydro-2H-1-benzopyran-2-yl)phenoxy]oxane-2-carboxylic acid"	-0.682081988	32.87735	513.3829271	POS	0.9507501	0.013014213	0.020328011	0.0001523	0.090166137	0.683229613	0.000146677	1.029411542	0.904034229	0.31044174	0.919286013	1.2509028	1.202794044	0.480027724	0.088638846	0.007526074	0.000140732	0.018020031	1.024469361	1.125688288	0.138721736	0.025790444	0.752744423	0.570252626	1.052456953	1.326267609	0.827424686	1.103743927	0.838236436	0.846056828	0.783998214	0.399187875	0.420683823	0.400151621	0.397455457	0.420353627
12551						194.084	825.683488	POS	0.328573663	0.624069932	0.994253474	1.114147705	0.643236904	0.342121017	0.549943836	0.348141137	0.643359791	0.548179156	0.634135356	0.896742114	1.063409769	0.273725317	0.690310369	0.488582717	0.70233999	0.297192664	1.325964512	0.646177026	0.660210623	1.060858794	0.849867882	0.419814395	0.337088244	0.742961153	0.723814175	0.159003527	0.631669116	0.929200952	0.785099127	0.489886635	0.534372289	0.609232538	0.648003019	0.673156714
8746						317.456	253.0791403	POS	0.427013597	0.19405734	0.320127203	0.270085466	0.235656603	0.110088993	0.458435129	0.212655059	0.257815968	0.203674596	0.355698099	0.213366846	0.521242789	0.295337468	0.188921362	0.121349679	0.190006007	0.170801044	0.646228404	0.11112441	0.339730008	0.455216325	0.346801168	0.136749333	0.274960556	0.650419133	0.446886128	0.126932085	0.11023753	0.234238258	0.786101571	0.159517857	0.238173067	0.254628358	0.31645328	0.3511694
14336						36.2381	519.4053438	NEG	0.91568306	0.329261107	0.404772231	1.164337652	0.448029251	0.301977573	0.59922199	0.248639272	0.60558501	0.544485746	0.682460829	1.023481015	0.331252918	1.403802783	0.819893055	0.164008566	0.443205762	0.240074537	0.226068796	0.535514964	0.581968485	0.566656748	0.511365558	0.298157558	0.596467264	0.746579572	0.605967913	0.617090189	0.417024043	0.451262429	0.786272254	0.477475483	0.441559444	0.50040062	0.559888223	0.523812827
3768						51.1583	616.761155	POS	1.247731158	0.000143738	0.000151244	0.0001523	0.140721497	0.113004363	0.000146677	0.235200616	0.897552829	0.0221934	1.415224826	1.778801109	1.318011848	0.145490353	0.078619914	0.000149982	0.000140732	0.024460513	1.058381205	0.863771771	0.214133182	0.114685895	0.737873718	0.719513097	0.898492244	1.453751147	0.973990085	1.766097767	0.850729523	0.792397813	0.786677035	0.472109948	0.438330432	0.441787745	0.59282315	0.514252136
6332						216.199	535.2999305	POS	0.856761185	0.644219384	0.976340347	0.865350513	0.821785904	0.49927974	0.733504366	0.583047356	0.605326544	0.714092631	0.922564794	0.81633355	0.983637334	0.791493818	0.885300564	0.798421855	0.978493333	0.575199213	0.900214013	0.712343897	0.749258769	0.901404959	0.679835267	0.458914034	0.619425969	0.680593322	0.876872856	0.571678524	0.534486579	0.732147756	0.786693826	0.441922458	0.581818991	0.712615635	0.803824062	0.616216821
12298						358.396	291.0837033	POS	0.462641914	0.367677189	0.425193112	0.351944211	0.372947814	0.31987512	0.670029865	0.435605079	0.411741129	0.205257421	0.366736169	0.417130018	0.363072197	0.674403442	0.346299437	0.047570259	0.386486214	0.362398987	0.45031631	0.398964685	0.394531603	0.452840899	0.348941741	0.172375227	0.367306168	0.42933562	0.959593243	0.426659103	0.320927471	0.346971767	0.787863421	0.303023609	0.278984462	0.281989631	0.291752517	0.305171516
3003			D	"UDP-2,4-bis(acetamido)-2,4,6-trideoxy-beta-L-altropyranose"	23.27307521	36.8753	633.4281946	POS	1.353464425	0.000143738	0.000151244	0.0001523	0.257121716	0.165893226	0.000146677	0.301134717	0.966702126	0.027226131	1.034991809	1.313443073	0.841561753	0.250600005	0.141889124	0.000149982	0.000140732	0.068966177	0.868896719	1.395168487	0.208031022	0.235928335	0.781757645	0.883629218	0.873777856	1.054285377	1.040001398	1.693586127	1.177501262	0.825904113	0.789050633	0.561818536	0.81862637	0.79704915	0.470694035	0.652517162
813	2-Hydroxystearic acid	0.32303	B(iii)			48.7583	299.2595156	NEG	1.834197886	0.584464241	0.814438449	2.340374012	1.101190216	2.40158076	2.539596352	2.08206545	1.718359345	1.641630229	0.736472641	4.314252844	2.819831043	1.006743944	1.392024454	1.944141333	0.564317553	1.426156028	1.260512552	0.593004212	1.129454565	0.753165841	1.573540552	4.175298773	0.879518802	3.577298404	1.287990697	1.650608056	1.810248098	0.334068284	0.789141981	2.225802556	1.705505243	1.683515001	1.70306667	2.595612226
3860						52.31695	631.1024591	POS	1.231549427	0.007739354	0.005045555	0.0001523	0.100559356	0.090479364	0.003395495	0.231831266	0.728591407	0.042560086	1.320710861	1.689326194	0.39332334	0.069552262	0.10642625	0.000149982	0.004398959	0.023522161	1.013771137	1.056834535	0.194694229	0.075927423	0.736643065	0.818627496	1.006329978	1.364621928	1.043670962	1.551546833	1.032036472	0.830132965	0.789268817	0.504726635	0.439391836	0.534931872	0.522297998	0.65548689
12749						195.996	775.6588844	POS	0.24431647	0.458732192	0.393000437	0.305673655	0.442975492	0.137548676	0.50378493	0.148111815	0.412336561	0.308551063	0.548299261	0.443058972	0.733894217	0.080199931	0.539430606	0.287166643	0.401844324	0.286724363	0.433182144	0.265874387	0.79287496	0.484605773	0.466870315	0.223909194	0.245991129	0.340937633	0.242061492	0.220698845	0.573865331	0.578343065	0.789568917	0.35959899	0.409077297	0.410860895	0.488704812	0.49797275
13534						53.44445	322.1140455	NEG	0.901740809	1.101333861	0.678523865	0.873109773	0.874127467	0.618137108	0.59881261	0.451722355	0.574721136	0.349589403	0.542705499	0.468986567	0.547586939	0.57262487	0.369069315	0.410316987	0.47424956	0.601222859	1.178789999	0.520548482	0.560578379	0.555588098	0.686860406	0.354858716	0.546018474	6.775788421	0.386897461	1.417753508	0.568859852	0.42740896	0.789586689	0.45202532	0.508208303	0.463154313	0.576538505	0.489786298
13967			D	"3,4,5-trihydroxy-6-({12-hydroxy-13,14-dimethoxy-9-oxo-8,17-dioxatetracyclo[8.7.0.0,.0,]heptadeca-1(10),2(7),3,5,11,13,15-heptaen-5-yl}oxy)oxane-2-carboxylic acid"	5.023049782	29.5371	505.4098102	NEG	0.2904673	0.515168987	0.457651262	0.965317123	0.61546457	0.491228084	0.463738923	0.409572745	0.674796641	0.697172269	0.719128497	0.681879189	0.465353125	0.440624356	0.515759067	0.350857828	0.526208843	0.284637906	0.559684005	0.599636798	0.656040893	0.7921905	0.364196315	0.388355547	0.636143511	0.408540094	0.368655482	0.347584874	0.442213803	0.520966521	0.789921527	0.351016024	0.387358647	0.34366486	0.260579672	0.395564605
4407						60.7022	749.1836378	POS	0.829297404	0.043991998	0.007684686	0.072547958	0.347310368	0.402434463	0.094143979	0.141938049	0.084878757	0.018019703	0.640574892	0.923127883	1.009245996	0.275870712	0.190817952	0.000149982	0.01972299	0.12821511	1.101943925	0.964165794	0.415642537	0.179576013	0.540108105	0.392349869	0.885404968	1.145192151	1.02059166	0.75210478	0.746067283	0.500649476	0.79029738	0.440112445	0.524805881	0.56238128	0.346837116	0.429417438
17427			D	"3-(Dichloromethylene)-2,5-pyrrolidinedione"	22.10745543	196.663	181.0002557	NEG	1.249996643	1.671998822	4.619760005	2.180885431	3.077015366	3.791720141	3.717704773	1.926475628	0.803859535	1.157715664	3.815324146	2.347806496	1.283644741	2.907245223	2.868749655	0.234320987	3.823071704	3.736822017	1.446635312	3.030199597	2.863420231	0.749443379	2.334422056	1.368458539	1.981342947	2.064565994	2.248194456	1.063710366	3.0757883	2.830538336	0.790329938	1.057282055	1.188461876	1.288000516	1.177725117	1.455782701
12363						44.7615	192.1241262	POS	0.563327563	0.354868569	0.764049909	0.757025678	0.63557868	0.857632143	0.622123546	0.872476496	0.858055941	0.671373384	0.665964863	0.948510945	0.83270176	0.698988764	0.658268091	0.912743809	0.000140732	1.090660476	0.584763608	0.571784687	1.19004036	0.603349957	0.553764996	0.663050296	0.590371542	0.89684434	0.912083242	0.81533601	0.622168661	0.749563715	0.790840154	0.467618304	0.683054743	0.785464979	0.612862167	0.607336327
3554			D	Hodgkinsine	-6.602518891	48.67495	519.6988519	POS	1.134989949	0.000143738	0.000151244	0.0001523	0.14648489	0.161375656	0.000146677	0.18593478	0.877519278	0.243241742	1.521956585	1.405628129	1.127270515	0.125542013	0.105940952	0.000149982	0.000140732	0.037117681	0.997357238	0.839170556	0.174429714	0.104679286	0.786489626	0.672565975	0.922097297	1.436218714	0.834621057	1.115802112	0.979138037	0.893516232	0.791354649	0.501383469	0.46873934	0.44323251	0.535139971	0.534486775
3536						48.60575	708.4910454	POS	0.733039101	0.024823075	0.009561696	0.036129561	0.033512871	0.14536515	0.003064586	0.164086693	0.506215272	0.054134556	0.527315824	0.82113371	0.897438283	0.107809285	0.121522452	0.006185267	0.021247361	3.461350139	0.844410023	0.814242094	0.175059564	0.135438214	0.387424543	0.465119037	0.630955838	0.870525161	0.757482735	0.828744533	0.757227542	0.516946982	0.792560968	0.425370699	0.445703919	0.475796358	0.436659952	0.364572793
14379						36.93715	893.6115354	NEG	0.395581365	0.773841571	1.359415282	1.064435787	0.411600093	0.333960276	0.344189149	0.822760165	1.005759129	0.401642455	0.290275769	0.780301547	0.574661754	0.589261907	0.509955088	0.421140259	0.921374199	0.644374398	0.470728492	0.353138546	0.381734117	0.593515078	0.422151069	0.525340207	0.671813795	0.354040721	0.391679039	0.501221804	0.614952301	1.045358189	0.793089864	0.342147208	0.370594062	0.319964499	0.314518702	0.240704125
21517						359.106	186.0172377	NEG	0.944202073	1.052320524	1.014431525	0.935674788	0.710652111	1.152655068	0.743029225	0.632121849	0.768832418	1.206113263	0.828629013	0.698431694	0.830673559	0.724888406	0.505431189	4.915839798	0.879267291	0.84109254	0.814306755	0.545268361	0.689438601	0.670922032	0.635118127	1.892342138	0.596719751	1.024895159	0.788408316	0.875697409	1.144708926	0.816160259	0.793423394	0.765658175	0.792296391	0.84055409	0.904925368	0.878524765
13357						92.9035	738.5085984	NEG	0.446720771	1.20231685	0.74555952	1.020556409	0.484818264	0.677944291	1.509921334	0.75768314	0.792038594	0.50550979	0.586802902	0.551699573	0.758836876	1.038650941	0.194048147	0.442993473	0.249525326	0.36101713	1.865872036	0.537489791	0.86598784	0.763013679	0.548491638	0.605411307	0.613318038	0.431918994	1.060461981	1.087841301	0.859639798	0.430863542	0.794098844	0.623202524	0.444108744	0.602567231	0.563147268	0.668268349
13506						161.098	776.5363091	NEG	1.204447816	0.602477016	0.769085168	0.730369182	0.800291991	0.735522222	0.543001379	1.176252131	0.413980252	1.336629317	1.0156285	0.64049766	0.566914076	0.658761901	0.924633848	0.257160312	1.09450524	0.913328469	1.1347936	0.683386338	0.606244746	0.88766454	0.361545347	0.880202018	1.099719991	0.864403713	0.96998611	0.273486842	0.460315249	0.53851411	0.794271338	0.427335715	0.444426604	0.431476601	0.419862383	0.363756617
4925						104.0875	467.3724475	POS	0.558473738	0.40221168	0.69503559	1.257273616	0.515154324	0.354340004	0.573825801	0.283630562	0.68639905	0.599300783	0.623398864	0.473715688	0.598466325	0.898878485	0.632216811	0.526290895	0.618628458	0.233676498	0.505449635	0.531644852	0.530370236	0.756385307	0.462382799	0.561991965	0.388765076	0.860778934	1.087946644	0.3311608	0.905066182	0.651675424	0.794478544	0.453839472	0.479729658	0.619068189	0.712892255	0.67698117
6232						211.9115	882.6008011	POS	0.18411481	0.376204598	0.276636714	0.553041061	0.347041933	0.521278766	0.58213604	0.410094794	0.340521785	0.241779557	0.402972888	0.471664444	0.447040003	0.373142263	0.357723643	0.231469466	0.268031101	0.193218771	0.290569602	0.452904286	0.511009501	0.275010782	0.267609128	0.291020107	0.497259316	0.505053627	0.476480542	0.489231061	0.434431226	0.389385909	0.794677014	0.411327264	0.373226313	0.414409158	0.581803541	0.480411425
3488						48.092	558.0586341	POS	0.71038347	0.000143738	0.000151244	0.0001523	0.039929731	0.000162961	0.000146677	0.167507494	0.662589987	0.010032076	1.062986995	1.302515703	0.859865727	0.032614602	0.057223703	0.000149982	0.000140732	0.000144438	0.499172874	0.524153531	0.141385858	0.030853278	0.58044584	0.607910219	0.584371534	1.149091272	0.717514402	1.146919929	0.738183691	0.78772327	0.794689722	0.393493169	0.303622436	0.307003216	0.435434978	0.480290508
4221						57.7132	873.0893613	POS	1.097552263	0.221303672	0.099917023	0.0001523	0.127359162	0.122767099	0.05950549	0.060571584	0.704992084	0.000139147	1.040447091	1.427114708	1.034321442	0.071830693	0.026704244	0.000149982	0.074866973	0.166700018	0.944192211	0.930721016	0.088771208	0.075083041	0.607030006	0.584537832	0.943824503	0.994001886	0.865835033	1.288874033	0.862904928	0.721476619	0.794977855	0.365573013	0.40892087	0.360149103	0.441433623	0.440341531
20540						315.231	115.0400276	NEG	0.574696078	0.693843894	0.168451486	0.812938179	0.109691566	0.543559698	0.355330369	0.668201018	0.559625547	0.507830663	0.673147902	0.565263656	0.630524508	0.487997825	0.485877692	0.197960558	0.530506844	0.456599903	0.970706411	0.56844543	0.527314011	0.64725473	0.504829022	0.407676185	0.594301744	1.077877054	0.480230207	0.945206278	0.421355578	0.634655823	0.795084753	0.299357836	0.541196779	0.541262314	0.653253009	0.533483532
15810			D	Permethrin	-15.54326935	146.0655	392.2888947	NEG	1.812079714	0.60230364	5.788634061	0.516810012	3.765007271	0.881006209	0.918617002	1.75376705	0.357765071	1.256848354	0.988384881	0.77752099	1.114253615	0.531590641	1.012290275	0.209611959	0.596576578	0.488850213	0.362686737	0.589889492	0.385818826	1.08982297	0.298938882	0.801474755	1.164996787	0.397776971	1.437149523	0.592005089	0.340290972	0.245147702	0.795798028	0.949451991	1.036895285	1.074673976	0.956035675	0.965756693
10895						406.302	492.9060188	POS	0.745073697	0.684677039	0.790248515	0.783707144	0.806877693	0.699424661	0.727271584	0.805208695	0.814043983	0.618498223	0.750942575	0.816106332	0.769374753	0.711787478	0.572872292	0.474933765	0.671748837	0.699383733	0.788590752	0.678900335	0.739181943	0.767541167	0.664878193	0.641728655	0.690391547	0.793950329	0.758061082	0.668532235	0.683281643	0.647000048	0.796500109	0.523650527	0.584503612	0.577383541	0.617423573	0.661967045
430	LysoPC(20:0/0:0)	0.65435	B(iii)			208.4015	552.4032042	POS	0.840633237	0.426068518	1.036886251	0.857864897	1.071687728	1.454595972	1.378831714	0.4748151	0.598699241	0.599451295	0.508950067	1.521153146	1.160065744	0.584181169	0.997668886	0.371447551	0.742995069	0.588120378	0.703239967	1.051809796	1.055330126	0.808937465	0.479893177	0.369119052	2.219741333	0.617986247	0.46991091	0.379285071	0.509673259	0.536622843	0.796942109	0.293668904	0.434719193	0.403978914	0.442883212	0.489013679
2926						35.53345	643.4436023	POS	0.509139254	0.075866843	0.000151244	0.074524912	0.156050912	0.058118915	0.000146677	0.082764702	0.344959429	0.026902819	0.532846685	0.459423896	0.572726762	0.193188049	0.123562391	0.000149982	0.000140732	0.06306267	0.471819793	0.645295225	0.065914641	0.173917839	0.447391088	0.604610871	0.351709373	0.776110331	0.512527646	0.471975377	0.35312236	0.618120935	0.796971419	0.548803233	0.409661266	0.347875308	0.364229017	0.348103987
14142			D	"6-{4-[(1E)-3-[(6-{[3,4-dihydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy}-3,4,5-trihydroxyoxan-2-yl)methoxy]-3-oxoprop-1-en-1-yl]-2-hydroxyphenoxy}-3,4,5-trihydroxyoxane-2-carboxylic acid"	8.875410291	31.104	681.5783169	NEG	0.581005288	0.279029049	0.409452916	0.987251713	0.699563669	0.30871693	0.589805785	0.534674273	0.385391723	0.199820277	0.523352048	0.555081709	0.873612752	0.836745851	0.370001581	0.147926523	0.260657354	0.347984705	0.822996666	0.278086101	0.495057347	0.145087472	0.213442558	0.346706324	0.548822635	0.411465648	0.470179312	0.421721566	0.471153231	0.677985403	0.79705565	0.463129441	0.38923302	0.444491092	0.495305371	0.520571332
6314			D	3-O-(6-O-alpha-D-Xylosylphospho-alpha-D-mannopyranosyl)-alpha-D-mannopyranose	-5.596984256	215.478	555.3951737	POS	0.766630726	0.590359561	0.892152796	0.733855902	0.552720352	0.522735597	0.592204125	0.382000237	0.522481988	0.507723301	0.641227792	0.849061814	0.934396442	0.543059407	0.641150174	0.658962095	0.637524184	0.531341622	0.722504639	0.389836722	0.616865454	0.718426273	0.527263458	0.313651433	0.332275319	0.559675696	0.567814879	0.507294717	0.387889039	0.6914418	0.797382298	0.418420198	0.355585653	0.574185569	0.681888974	0.659831401
58	Allopurinol-1-ribonucleoside	0.985073923	B(i)			229.6615	267.0732176	NEG	0.8377424	8.553088966	9.970572353	7.074522969	4.07635097	43.02140472	0.748556604	8.7279088	6.343535136	22.25408817	11.37599609	1.182774953	2.719627708	0.542910008	6.981010773	0.06289508	3.75547128	0.384210652	4.361417161	0.62882643	1.919036343	4.911042676	3.521133221	38.56231429	2.752505406	1.512775669	6.405007029	3.846753837	34.68805025	1.512185278	0.798332768	6.045796202	6.674104919	7.606554749	9.162212514	9.574491535
14316						35.90025	724.5259977	NEG	0.284626437	0.433811667	0.797715804	0.869154879	0.552492518	0.377316695	0.639790841	0.817293475	0.967224899	0.518306062	0.800730368	0.831795625	0.621470649	0.758575728	0.632809854	0.327375623	0.711399812	0.751191609	0.316003461	0.467385386	0.924549085	0.64056358	0.347748205	0.563617618	0.836664095	0.79567496	0.830430313	0.373809831	0.679258442	0.385545935	0.798354093	0.613364506	0.525271179	0.561865774	0.545647322	0.529407123
5589						176.394	138.0490795	POS	0.776862707	6.737829337	3.019907411	3.157185578	2.591008411	8.133969015	0.963792277	3.008145635	1.34930593	12.21912729	5.348440737	3.229235173	1.545580487	0.998137106	1.852942895	0.556739164	1.529185944	0.940097689	0.710987564	1.622612217	1.466336899	1.810628308	1.244232119	13.2408837	0.475899023	1.362504806	0.882919814	6.171766125	5.97142121	0.421867992	0.799235141	2.547531351	2.588194705	2.502604362	2.622289779	2.626915253
4861						98.45645	101.0708934	POS	0.973677664	1.208220522	0.849409589	1.114696028	0.695120848	0.977022138	1.284267583	2.333377016	0.842719222	1.606079203	0.985498	1.275836311	0.917464552	1.191402167	1.154312561	0.972322902	0.895538988	0.856155944	1.536236683	1.051348202	1.119649158	0.887495598	0.539670736	0.624988304	0.89209739	1.139396127	1.482183215	0.805469287	0.841579165	1.054549541	0.799412803	0.790264959	0.906913498	0.614923842	0.833339544	0.824104701
3475			D	Spinetoram	23.28592522	48.03755	749.0226944	POS	1.009648597	0.000143738	0.000151244	0.0001523	0.154223877	0.167379504	0.000146677	0.154778167	0.80924639	0.362950568	0.932050585	1.278329613	1.043660101	0.134957673	0.116466233	0.000149982	0.000140732	0.05016382	1.063677671	0.876603443	0.161347002	0.155923368	0.60835323	0.613302392	0.897725739	1.182505399	0.769390406	1.015914982	0.842127361	0.775392816	0.799538516	0.423578063	0.459383697	0.440286944	0.486858557	0.492324068
17410						196.313	807.6162184	NEG	0.401405521	0.564205657	0.535562311	0.457146062	0.519195964	0.300186189	0.547911753	0.212446092	0.567360254	0.370678338	0.586876935	0.626327143	0.847090855	0.315133294	0.553350987	0.321025025	0.471524408	0.389099032	0.70410425	0.413421786	0.865425985	0.623222237	0.498983085	0.305535888	0.431173051	0.429383061	0.399797983	0.331898946	0.609326834	0.640885624	0.799754528	0.474503455	0.510151596	0.485963334	0.505835614	0.490047533
10862						405.3615	563.9319345	POS	0.72437916	0.859766311	0.805103033	0.894130557	1.049756893	1.003129025	0.941445517	0.909793614	0.849088793	0.64688241	0.859458082	1.042811443	0.907767866	0.727425071	0.761967979	0.672848135	0.825635778	0.884220379	0.899586027	0.841515106	0.869359051	0.822075559	0.755879165	0.827746668	0.758591372	1.008323489	0.903328091	0.780528346	0.769516329	0.745649364	0.799846003	0.53635669	0.811811542	0.762152317	0.715787185	0.773490751
12941			D	Plantagoside	-6.98520237	384.664	481.1631411	NEG	0.555769692	0.211151914	0.324132411	0.262368872	0.38977202	0.147859479	0.404639808	0.357202503	0.438934424	0.141771762	0.280056906	0.302201145	0.371573704	0.415800657	0.267792358	0.031950137	0.178060701	0.171981455	0.532563107	0.217225597	0.336001522	0.638923599	0.351651515	0.016258828	0.453123457	0.474300487	0.626873676	0.195715616	0.180361288	0.348189374	0.800065305	0.152084888	0.213081141	0.238874929	0.281475436	0.300264472
